QUANTITYORDERED,SELLINGPRICE,SALES,ORDERDATE,STATUS,PRODUCTLINE,ACTUALPRICE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE
28,67.46,1888.88,12/5/2003 0:00,Shipped,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,Vancouver,Canada,Small
31,58.71,1820.01,1/29/2004 0:00,Shipped,Vintage Cars,62,S18_2957,West Coast Collectables Co.,Burbank,USA,Small
45,63.71,2866.95,3/10/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,Cambridge,USA,Small
24,58.09,1394.16,4/29/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Euro Shopping Channel,Madrid,Spain,Small
49,53.72,2632.28,6/14/2004 0:00,Shipped,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,San Jose,USA,Small
32,63.08,2018.56,7/16/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Salzburg Collectables,Salzburg,Austria,Small
43,68.71,2954.53,8/17/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Amica Models & Co.,Torino,Italy,Small
37,50.59,1871.83,9/8/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,Boras,Sweden,Small
24,64.96,1559.04,10/11/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,Versailles,France,Small
35,53.72,1880.2,10/21/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
41,29.87,1224.67,11/4/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,Nashua,USA,Small
26,100.0,2979.08,11/17/2004 0:00,Shipped,Vintage Cars,62,S18_2957,"AV Stores, Co.",Manchester,UK,Small
34,64.96,2208.64,11/29/2004 0:00,Shipped,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",Melbourne,Australia,Small
49,70.58,3458.42,12/10/2004 0:00,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
28,44.21,1237.88,1/20/2005 0:00,Shipped,Vintage Cars,62,S18_2957,Collectables For Less Inc.,Brickhaven,USA,Small
40,68.08,2723.2,2/17/2005 0:00,Shipped,Vintage Cars,62,S18_2957,Corporate Gift Ideas Co.,San Francisco,USA,Small
37,59.96,2218.52,3/10/2005 0:00,Shipped,Vintage Cars,62,S18_2957,Mini Auto Werke,Graz,Austria,Small
31,53.72,1665.32,5/30/2005 0:00,In Process,Vintage Cars,62,S18_2957,Petit Auto,Bruxelles,Belgium,Small
41,83.44,3421.04,2/17/2003 0:00,Shipped,Ships,86,S18_3029,Rovelli Gifts,Bergamo,Italy,Medium
21,89.46,1878.66,4/28/2003 0:00,Shipped,Ships,86,S18_3029,Salzburg Collectables,Salzburg,Austria,Small
40,96.34,3853.6,6/16/2003 0:00,Shipped,Ships,86,S18_3029,Auto-Moto Classics Inc.,Brickhaven,USA,Medium
46,74.84,3442.64,8/10/2003 0:00,Shipped,Ships,86,S18_3029,Mini Creations Ltd.,New Bedford,USA,Medium
44,79.14,3482.16,10/6/2003 0:00,Shipped,Ships,86,S18_3029,"Toys of Finland, Co.",Helsinki,Finland,Medium
46,73.12,3363.52,10/23/2003 0:00,Cancelled,Ships,86,S18_3029,Scandinavian Gift Ideas,Boras,Sweden,Medium
41,81.72,3350.52,11/8/2003 0:00,Shipped,Ships,86,S18_3029,Alpha Cognac,Toulouse,France,Medium
32,89.46,2862.72,11/14/2003 0:00,Shipped,Ships,86,S18_3029,"Double Decker Gift Stores, Ltd",London,UK,Small
46,87.74,4036.04,11/26/2003 0:00,Shipped,Ships,86,S18_3029,Enaco Distributors,Barcelona,Spain,Medium
28,100.0,2817.92,1/9/2004 0:00,Shipped,Ships,86,S18_3029,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Small
49,94.62,4636.38,2/19/2004 0:00,Shipped,Ships,86,S18_3029,Collectable Mini Designs Co.,San Diego,USA,Medium
21,73.98,1553.58,5/7/2004 0:00,Cancelled,Ships,86,S18_3029,Land of Toys Inc.,NYC,USA,Small
32,84.3,2697.6,6/24/2004 0:00,Cancelled,Ships,86,S18_3029,Euro Shopping Channel,Madrid,Spain,Small
34,98.06,3334.04,7/21/2004 0:00,Shipped,Ships,86,S18_3029,Petit Auto,Bruxelles,Belgium,Medium
21,98.06,2059.26,8/20/2004 0:00,Shipped,Ships,86,S18_3029,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
21,96.34,2023.14,9/15/2004 0:00,Shipped,Ships,86,S18_3029,"Bavarian Collectables Imports, Co.",Munich,Germany,Small
31,83.44,2586.64,10/14/2004 0:00,Shipped,Ships,86,S18_3029,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
21,94.62,1987.02,11/1/2004 0:00,Shipped,Ships,86,S18_3029,giftsbymail.co.uk,Cowes,UK,Small
25,45.86,1146.5,11/10/2004 0:00,Resolved,Ships,86,S18_3029,Danish Wholesale Imports,Kobenhavn,Denmark,Small
28,82.58,2312.24,11/22/2004 0:00,Shipped,Ships,86,S18_3029,Royale Belge,Charleroi,Belgium,Small
43,64.97,2793.71,12/2/2004 0:00,Shipped,Ships,86,S18_3029,Euro Shopping Channel,Madrid,Spain,Small
22,86.74,1908.28,1/31/2005 0:00,Shipped,Ships,86,S18_3029,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small
37,93.01,3441.37,3/1/2005 0:00,Resolved,Ships,86,S18_3029,Euro Shopping Channel,Madrid,Spain,Medium
28,72.26,2023.28,3/30/2005 0:00,Shipped,Ships,86,S18_3029,Reims Collectables,Reims,France,Small
30,74.84,2245.2,4/1/2005 0:00,Shipped,Ships,86,S18_3029,The Sharp Gifts Warehouse,San Jose,USA,Small
44,73.98,3255.12,5/6/2005 0:00,On Hold,Ships,86,S18_3029,Gifts4AllAges.com,Boston,USA,Medium
25,100.0,2539.5,1/29/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Baane Mini Imports,Stavern,Norway,Small
43,100.0,4818.15,3/25/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Mini Wheels Co.,San Francisco,USA,Medium
30,97.39,2921.7,5/28/2003 0:00,Shipped,Vintage Cars,104,S18_3136,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
20,90.06,1801.2,7/16/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Souveniers And Things Co.,Chatswood,Australia,Small
26,100.0,2804.36,9/19/2003 0:00,Shipped,Vintage Cars,104,S18_3136,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
40,100.0,4900.8,10/20/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Classic Legends Inc.,NYC,USA,Medium
31,89.01,2759.31,11/5/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Rovelli Gifts,Bergamo,Italy,Small
22,100.0,2488.2,11/13/2003 0:00,Shipped,Vintage Cars,104,S18_3136,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
23,100.0,2769.89,11/21/2003 0:00,Shipped,Vintage Cars,104,S18_3136,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
30,100.0,3581.4,12/5/2003 0:00,Shipped,Vintage Cars,104,S18_3136,Canadian Gift Exchange Network,Vancouver,Canada,Medium
49,100.0,5285.14,1/29/2004 0:00,Shipped,Vintage Cars,104,S18_3136,West Coast Collectables Co.,Burbank,USA,Medium
31,100.0,3181.53,3/10/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Cambridge Collectables Co.,Cambridge,USA,Medium
29,100.0,3340.51,4/29/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Euro Shopping Channel,Madrid,Spain,Medium
37,84.82,3138.34,6/14/2004 0:00,Shipped,Vintage Cars,104,S18_3136,The Sharp Gifts Warehouse,San Jose,USA,Medium
38,100.0,4775.08,7/19/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Souveniers And Things Co.,Chatswood,Australia,Medium
29,100.0,3006.43,8/17/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Amica Models & Co.,Torino,Italy,Medium
23,100.0,2866.26,9/8/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Scandinavian Gift Ideas,Boras,Sweden,Small
26,85.87,2232.62,10/11/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Auto Assoc. & Cie.,Versailles,France,Small
38,100.0,4457.02,10/21/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
48,47.04,2257.92,11/4/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Online Diecast Creations Co.,Nashua,USA,Small
40,39.8,1592.0,11/17/2004 0:00,Shipped,Vintage Cars,104,S18_3136,"AV Stores, Co.",Manchester,UK,Small
45,100.0,4948.2,11/29/2004 0:00,Shipped,Vintage Cars,104,S18_3136,"Australian Collectors, Co.",Melbourne,Australia,Medium
44,100.0,5160.76,12/10/2004 0:00,Shipped,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
21,94.22,1978.62,1/20/2005 0:00,Shipped,Vintage Cars,104,S18_3136,Collectables For Less Inc.,Brickhaven,USA,Small
35,100.0,4288.2,2/17/2005 0:00,Shipped,Vintage Cars,104,S18_3136,Corporate Gift Ideas Co.,San Francisco,USA,Medium
29,86.92,2520.68,3/10/2005 0:00,Shipped,Vintage Cars,104,S18_3136,Mini Auto Werke,Graz,Austria,Small
21,84.82,1781.22,5/30/2005 0:00,In Process,Vintage Cars,104,S18_3136,Petit Auto,Bruxelles,Belgium,Small
22,100.0,3065.04,2/11/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
26,100.0,3551.34,4/16/2003 0:00,Shipped,Vintage Cars,136,S18_3140,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
41,100.0,5544.02,6/6/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,Madrid,Spain,Medium
47,100.0,6034.33,8/8/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
31,100.0,3641.57,9/28/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,Madrid,Spain,Medium
43,100.0,6930.74,10/21/2003 0:00,Shipped,Vintage Cars,136,S18_3140,FunGiftIdeas.com,New Bedford,USA,Medium
23,100.0,3675.63,11/7/2003 0:00,Shipped,Vintage Cars,136,S18_3140,CAF Imports,Madrid,Spain,Medium
28,100.0,3442.04,11/14/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Mini Creations Ltd.,New Bedford,USA,Medium
49,100.0,6893.81,11/26/2003 0:00,Shipped,Vintage Cars,136,S18_3140,Super Scale Inc.,New Haven,USA,Medium
24,100.0,2622.48,1/2/2004 0:00,Shipped,Vintage Cars,136,S18_3140,"Saveley & Henriot, Co.",Lyon,France,Small
33,100.0,4417.38,2/18/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Petit Auto,Bruxelles,Belgium,Medium
22,100.0,3606.02,3/20/2004 0:00,Shipped,Vintage Cars,136,S18_3140,giftsbymail.co.uk,Cowes,UK,Medium
32,100.0,3802.56,5/7/2004 0:00,Cancelled,Vintage Cars,136,S18_3140,Land of Toys Inc.,NYC,USA,Medium
40,100.0,5026.4,7/21/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Petit Auto,Bruxelles,Belgium,Medium
43,100.0,6695.53,8/20/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
24,100.0,2819.28,9/9/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Amica Models & Co.,Torino,Italy,Small
32,100.0,3759.04,10/14/2004 0:00,Shipped,Vintage Cars,136,S18_3140,"AV Stores, Co.",Manchester,UK,Medium
20,100.0,2731.8,10/22/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Heintze Collectables,Aaarhus,Denmark,Small
24,69.12,1658.88,11/5/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Baane Mini Imports,Stavern,Norway,Small
48,100.0,5778.24,11/20/2004 0:00,Shipped,Vintage Cars,136,S18_3140,"La Corne D'abondance, Co.",Paris,France,Medium
44,100.0,5191.12,12/2/2004 0:00,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,Madrid,Spain,Medium
28,100.0,3862.88,1/26/2005 0:00,Shipped,Vintage Cars,136,S18_3140,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
24,61.52,1476.48,2/22/2005 0:00,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,Madrid,Spain,Small
33,100.0,5273.73,3/23/2005 0:00,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
41,100.0,4872.03,5/6/2005 0:00,On Hold,Vintage Cars,136,S18_3140,Gifts4AllAges.com,Boston,USA,Medium
23,100.0,4556.99,1/31/2003 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Medium
46,100.0,8257.0,3/10/2003 0:00,Shipped,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,Philadelphia,USA,Large
48,100.0,8209.44,4/1/2003 0:00,Shipped,Classic Cars,169,S18_3232,"La Corne D'abondance, Co.",Paris,France,Large
25,100.0,3598.5,5/8/2003 0:00,Shipped,Classic Cars,169,S18_3232,Marseille Mini Autos,Marseille,France,Medium
22,100.0,3837.24,6/3/2003 0:00,Shipped,Classic Cars,169,S18_3232,Muscle Machine Inc,NYC,USA,Medium
41,100.0,8331.61,7/4/2003 0:00,Shipped,Classic Cars,169,S18_3232,Alpha Cognac,Toulouse,France,Large
34,100.0,4836.5,8/1/2003 0:00,Shipped,Classic Cars,169,S18_3232,Suominen Souveniers,Espoo,Finland,Medium
32,100.0,5418.88,9/11/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
21,100.0,3734.01,9/21/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
20,100.0,3996.4,10/11/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium
47,100.0,8754.69,10/22/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Dragon Souveniers, Ltd.",Singapore,Singapore,Large
39,100.0,5481.45,11/5/2003 0:00,Shipped,Classic Cars,169,S18_3232,Quebec Home Shopping Network,Montreal,Canada,Medium
29,100.0,4419.89,11/6/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Stylish Desk Decors, Co.",London,UK,Medium
45,100.0,6324.75,11/12/2003 0:00,Shipped,Classic Cars,169,S18_3232,Herkku Gifts,Bergen,Norway,Medium
28,100.0,4409.72,11/14/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium
26,100.0,3918.46,11/20/2003 0:00,Shipped,Classic Cars,169,S18_3232,Online Diecast Creations Co.,Nashua,USA,Medium
50,100.0,7620.5,11/25/2003 0:00,Shipped,Classic Cars,169,S18_3232,Mini Classics,White Plains,USA,Large
48,100.0,8291.04,12/2/2003 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Large
25,100.0,3937.25,12/9/2003 0:00,Shipped,Classic Cars,169,S18_3232,Diecast Collectables,Boston,USA,Medium
40,100.0,5554.4,1/16/2004 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Medium
43,100.0,6407.86,2/22/2004 0:00,Shipped,Classic Cars,169,S18_3232,"Vida Sport, Ltd",Gensve,Switzerland,Medium
22,100.0,4172.52,3/11/2004 0:00,Shipped,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
47,100.0,7083.37,4/12/2004 0:00,Shipped,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",Oulu,Finland,Large
36,100.0,7132.68,5/5/2004 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Large
40,100.0,6773.6,6/1/2004 0:00,Cancelled,Classic Cars,169,S18_3232,"UK Collectables, Ltd.",Liverpool,UK,Medium
27,100.0,3657.69,6/15/2004 0:00,Shipped,Classic Cars,169,S18_3232,Handji Gifts& Co,Singapore,Singapore,Medium
29,100.0,4812.55,7/6/2004 0:00,Shipped,Classic Cars,169,S18_3232,L'ordine Souveniers,Reggio Emilia,Italy,Medium
20,100.0,3928.6,7/20/2004 0:00,Shipped,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
42,100.0,6401.22,8/6/2004 0:00,Shipped,Classic Cars,169,S18_3232,Signal Gift Stores,Las Vegas,USA,Medium
25,100.0,4191.25,8/19/2004 0:00,Shipped,Classic Cars,169,S18_3232,Diecast Classics Inc.,Allentown,USA,Medium
36,100.0,5852.52,8/30/2004 0:00,Shipped,Classic Cars,169,S18_3232,"Vida Sport, Ltd",Gensve,Switzerland,Medium
21,100.0,2844.87,9/8/2004 0:00,Shipped,Classic Cars,169,S18_3232,Land of Toys Inc.,NYC,USA,Small
23,100.0,4011.66,10/5/2003 0:00,Shipped,Classic Cars,169,S18_3232,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
37,100.0,7455.87,10/13/2004 0:00,Shipped,Classic Cars,169,S18_3232,Marta's Replicas Co.,Cambridge,USA,Large
48,100.0,8940.96,10/16/2004 0:00,Shipped,Classic Cars,169,S18_3232,"Toms Spezialitten, Ltd",Koln,Germany,Large
25,100.0,4572.25,10/22/2004 0:00,Shipped,Classic Cars,169,S18_3232,Canadian Gift Exchange Network,Vancouver,Canada,Medium
33,100.0,5700.09,11/4/2004 0:00,Shipped,Classic Cars,169,S18_3232,FunGiftIdeas.com,New Bedford,USA,Medium
27,100.0,3155.49,11/5/2004 0:00,Shipped,Classic Cars,169,S18_3232,Vitachrome Inc.,NYC,USA,Medium
27,100.0,4170.69,11/17/2004 0:00,Shipped,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
20,100.0,2878.8,11/19/2004 0:00,On Hold,Classic Cars,169,S18_3232,"Volvo Model Replicas, Co",Lule,Sweden,Small
30,100.0,5029.5,11/24/2004 0:00,Shipped,Classic Cars,169,S18_3232,"Australian Collectors, Co.",Melbourne,Australia,Medium
48,100.0,7396.8,12/1/2004 0:00,Shipped,Classic Cars,169,S18_3232,Muscle Machine Inc,NYC,USA,Large
32,93.49,2991.68,12/10/2004 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Small
34,100.0,6275.72,1/10/2005 0:00,Shipped,Classic Cars,169,S18_3232,Royale Belge,Charleroi,Belgium,Medium
27,56.85,1534.95,1/20/2005 0:00,Shipped,Classic Cars,169,S18_3232,"Anna's Decorations, Ltd",North Sydney,Australia,Small
39,100.0,7264.53,2/9/2005 0:00,Shipped,Classic Cars,169,S18_3232,"Toys of Finland, Co.",Helsinki,Finland,Large
47,100.0,6869.05,2/22/2005 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Medium
22,100.0,3353.02,3/15/2005 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Medium
55,100.0,8289.05,4/14/2005 0:00,Shipped,Classic Cars,169,S18_3232,Mini Caravy,Strasbourg,France,Large
60,100.0,11887.8,5/3/2005 0:00,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,Madrid,Spain,Large
35,100.0,5926.9,5/17/2005 0:00,Shipped,Classic Cars,169,S18_3232,Salzburg Collectables,Salzburg,Austria,Medium
28,100.0,3793.16,5/31/2005 0:00,In Process,Classic Cars,169,S18_3232,La Rochelle Gifts,Nantes,France,Medium
38,100.0,4330.1,2/11/2003 0:00,Shipped,Trains,100,S18_3259,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
21,95.8,2011.8,4/16/2003 0:00,Shipped,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
41,100.0,4837.18,6/6/2003 0:00,Shipped,Trains,100,S18_3259,Euro Shopping Channel,Madrid,Spain,Medium
22,97.81,2151.82,8/8/2003 0:00,Shipped,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
29,88.74,2573.46,9/28/2003 0:00,Shipped,Trains,100,S18_3259,Euro Shopping Channel,Madrid,Spain,Small
50,100.0,5344.5,10/22/2003 0:00,Shipped,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
29,100.0,3070.52,11/7/2003 0:00,Shipped,Trains,100,S18_3259,CAF Imports,Madrid,Spain,Medium
49,80.67,3952.83,11/14/2003 0:00,Shipped,Trains,100,S18_3259,Mini Creations Ltd.,New Bedford,USA,Medium
35,100.0,3564.75,11/26/2003 0:00,Shipped,Trains,100,S18_3259,Super Scale Inc.,New Haven,USA,Medium
48,100.0,5614.56,1/2/2004 0:00,Shipped,Trains,100,S18_3259,"Saveley & Henriot, Co.",Lyon,France,Medium
23,80.67,1855.41,2/18/2004 0:00,Shipped,Trains,100,S18_3259,Petit Auto,Bruxelles,Belgium,Small
48,95.8,4598.4,3/20/2004 0:00,Shipped,Trains,100,S18_3259,giftsbymail.co.uk,Cowes,UK,Medium
42,100.0,5082.42,5/7/2004 0:00,Cancelled,Trains,100,S18_3259,Land of Toys Inc.,NYC,USA,Medium
47,100.0,5450.59,7/21/2004 0:00,Shipped,Trains,100,S18_3259,Petit Auto,Bruxelles,Belgium,Medium
36,100.0,4174.92,8/20/2004 0:00,Shipped,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
22,100.0,2418.24,9/9/2004 0:00,Shipped,Trains,100,S18_3259,Amica Models & Co.,Torino,Italy,Small
40,91.76,3670.4,10/14/2004 0:00,Shipped,Trains,100,S18_3259,"AV Stores, Co.",Manchester,UK,Medium
23,100.0,2481.7,10/22/2004 0:00,Shipped,Trains,100,S18_3259,Heintze Collectables,Aaarhus,Denmark,Small
32,100.0,3807.68,11/9/2004 0:00,Shipped,Trains,100,S18_3259,"Volvo Model Replicas, Co",Lule,Sweden,Medium
21,100.0,2230.41,11/20/2004 0:00,Shipped,Trains,100,S18_3259,"La Corne D'abondance, Co.",Paris,France,Small
41,93.04,3814.64,12/2/2004 0:00,Shipped,Trains,100,S18_3259,Euro Shopping Channel,Madrid,Spain,Medium
25,84.71,2117.75,1/26/2005 0:00,Shipped,Trains,100,S18_3259,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
26,100.0,3340.48,2/22/2005 0:00,Shipped,Trains,100,S18_3259,Euro Shopping Channel,Madrid,Spain,Medium
24,89.75,2154.0,3/23/2005 0:00,Shipped,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
48,100.0,5808.48,5/6/2005 0:00,On Hold,Trains,100,S18_3259,Gifts4AllAges.com,Boston,USA,Medium
26,68.35,1777.1,3/3/2003 0:00,Shipped,Classic Cars,80,S18_3278,Cruz & Sons Co.,Makati City,Philippines,Small
21,73.17,1536.57,5/8/2003 0:00,Shipped,Classic Cars,80,S18_3278,Marseille Mini Autos,Marseille,France,Small
45,78.0,3510.0,7/2/2003 0:00,Shipped,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
36,86.04,3097.44,9/5/2003 0:00,Shipped,Classic Cars,80,S18_3278,Collectables For Less Inc.,Brickhaven,USA,Medium
21,81.21,1705.41,10/10/2003 0:00,Shipped,Classic Cars,80,S18_3278,Corporate Gift Ideas Co.,San Francisco,USA,Small
32,70.76,2264.32,11/4/2003 0:00,Shipped,Classic Cars,80,S18_3278,"Anna's Decorations, Ltd",North Sydney,Australia,Small
30,82.82,2484.6,11/12/2003 0:00,Shipped,Classic Cars,80,S18_3278,Herkku Gifts,Bergen,Norway,Small
36,94.88,3415.68,11/20/2003 0:00,Shipped,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",Koln,Germany,Medium
33,86.04,2839.32,12/2/2003 0:00,Shipped,Classic Cars,80,S18_3278,Euro Shopping Channel,Madrid,Spain,Small
35,78.0,2730.0,1/15/2004 0:00,Shipped,Classic Cars,80,S18_3278,Auto Canal Petit,Paris,France,Small
37,95.69,3540.53,2/22/2004 0:00,Shipped,Classic Cars,80,S18_3278,"Vida Sport, Ltd",Gensve,Switzerland,Medium
41,73.17,2999.97,4/9/2004 0:00,Shipped,Classic Cars,80,S18_3278,Danish Wholesale Imports,Kobenhavn,Denmark,Small
20,76.39,1527.8,5/26/2004 0:00,Shipped,Classic Cars,80,S18_3278,Auto Canal Petit,Paris,France,Small
45,86.84,3907.8,7/2/2004 0:00,Shipped,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium
38,69.96,2658.48,8/2/2004 0:00,Shipped,Classic Cars,80,S18_3278,Online Mini Collectables,Brickhaven,USA,Small
43,70.76,3042.68,8/30/2004 0:00,Shipped,Classic Cars,80,S18_3278,"Vida Sport, Ltd",Gensve,Switzerland,Medium
49,78.8,3861.2,10/4/2003 0:00,Shipped,Classic Cars,80,S18_3278,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
27,80.41,2171.07,10/16/2004 0:00,Shipped,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",Koln,Germany,Small
46,73.98,3403.08,11/3/2004 0:00,Shipped,Classic Cars,80,S18_3278,Microscale Inc.,NYC,USA,Medium
38,59.1,2245.8,11/15/2004 0:00,Shipped,Classic Cars,80,S18_3278,Land of Toys Inc.,NYC,USA,Small
25,66.74,1668.5,11/24/2004 0:00,Shipped,Classic Cars,80,S18_3278,"Australian Collectors, Co.",Melbourne,Australia,Small
46,60.3,2773.8,1/6/2005 0:00,Shipped,Classic Cars,80,S18_3278,Suominen Souveniers,Espoo,Finland,Small
22,100.0,2464.0,2/10/2005 0:00,Shipped,Classic Cars,80,S18_3278,Euro Shopping Channel,Madrid,Spain,Small
40,100.0,5491.6,3/4/2005 0:00,Shipped,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
46,100.0,4791.82,1/29/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Baane Mini Imports,Stavern,Norway,Medium
39,100.0,4178.85,3/25/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Mini Wheels Co.,San Francisco,USA,Medium
38,82.34,3128.92,5/28/2003 0:00,Shipped,Vintage Cars,99,S18_3320,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
30,100.0,3095.4,7/16/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Souveniers And Things Co.,Chatswood,Australia,Medium
42,94.25,3958.5,9/12/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Signal Collectibles Ltd.,Brisbane,USA,Medium
43,100.0,4991.44,10/20/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Classic Legends Inc.,NYC,USA,Medium
29,95.24,2761.96,11/5/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Rovelli Gifts,Bergamo,Italy,Small
33,86.31,2848.23,11/12/2003 0:00,Shipped,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
